id,nhi_code,nhi_mandarin,update_date,version
4599,A49,一般門診診察費不符「中醫評鑑合格之中醫醫院或醫院附設中醫部門，經向中醫總額支付制度受託單位申請且審查合格者」之中醫醫療院所3.每位專任中醫師每月看診日平均門診量超過五十人次，但在七十人次以下部分(51-70)－看診時聘有護理人員在場服務者，且開具連續二次以上調劑，而且每次給藥二十八天以上之慢性病連續處方,109/10/05,1
4600,A50,一般門診診察費不符「中醫評鑑合格之中醫醫院或醫院附設中醫部門，經向中醫總額支付制度受託單位申請且審查合格者」之中醫醫療院所3.每位專任中醫師每月看診日平均門診量超過五十人次，但在七十人次以下部分(51-70)－看診時未聘有護理人員在場服務者，且開具連續二次以上調劑，而且每次給藥二十八天以上之慢性病連續處方,109/10/05,1
4601,A51,一般門診診察費不符「中醫評鑑合格之中醫醫院或醫院附設中醫部門，經向中醫總額支付制度受託單位申請且審查合格者」之中醫醫療院所4.每位專任中醫師每月看診日平均門診量超過七十人次，但在一五○人次以下部分(71-150)－開具連續二次以上調劑，而且每次給藥二十八天以上之慢性病連續處方,109/10/05,1
4602,A52,一般門診診察費不符「中醫評鑑合格之中醫醫院或醫院附設中醫部門，經向中醫總額支付制度受託單位申請且審查合格者」之中醫醫療院所5.每位專任中醫師每月看診日平均門診量超過一五○人次部分(>150)－開具連續二次以上調劑，而且每次給藥二十八天以上之慢性病連續處方,109/10/05,1
4603,A53,一般門診診察費不符「中醫評鑑合格之中醫醫院或醫院附設中醫部門，經向中醫總額支付制度受託單位申請且審查合格者」之中醫醫療院所6.山地離島地區－看診時聘有護理人員在場服務者，且開具連續二次以上調劑，而且每次給藥二十八天以上之慢性病連續處方,109/10/05,1
4604,A54,一般門診診察費不符「中醫評鑑合格之中醫醫院或醫院附設中醫部門，經向中醫總額支付制度受託單位申請且審查合格者」之中醫醫療院所6.山地離島地區－看診時未聘有護理人員在場服務者，且開具連續二次以上調劑，而且每次給藥二十八天以上之慢性病連續處方,109/10/05,1
4605,A82,一般門診診察費-(一)中醫醫院評鑑合格或教學醫院評鑑合格(可收訓中醫職類中醫實習醫學生、新進中醫師)醫院，經向中醫總額支付制度受託單位申請且審查合格者：1.每位專任中醫師每月看診日平均門診量在五十人次以下部分(≦50)－看診時聘有護理人員在場服務者,109/10/05,1
4606,A83,一般門診診察費-(一)中醫醫院評鑑合格或教學醫院評鑑合格(可收訓中醫職類中醫實習醫學生、新進中醫師)醫院，經向中醫總額支付制度受託單位申請且審查合格者：1.每位專任中醫師每月看診日平均門診量在五十人次以下部分(≦50)－看診時聘有護理人員在場服務者，且開具慢性病連續處方,109/10/05,1
4607,A84,一般門診診察費-(一)中醫醫院評鑑合格或教學醫院評鑑合格(可收訓中醫職類中醫實習醫學生、新進中醫師)醫院，經向中醫總額支付制度受託單位申請且審查合格者：1.每位專任中醫師每月看診日平均門診量在五十人次以下部分(≦50)－看診時未聘有護理人員在場服務者,109/10/05,1
4608,A85,一般門診診察費-(一)中醫醫院評鑑合格或教學醫院評鑑合格(可收訓中醫職類中醫實習醫學生、新進中醫師)醫院，經向中醫總額支付制度受託單位申請且審查合格者：1.每位專任中醫師每月看診日平均門診量在五十人次以下部分(≦50)－看診時未聘有護理人員在場服務者，但開具慢性病連續處方,109/10/05,1
4609,A86,一般門診診察費-(一)中醫醫院評鑑合格或教學醫院評鑑合格(可收訓中醫職類中醫實習醫學生、新進中醫師)醫院，經向中醫總額支付制度受託單位申請且審查合格者：1.每位專任中醫師每月看診日平均門診量在五十人次以上部分(>50)－看診時聘有護理人員在場服務者,109/10/05,1
4610,A87,一般門診診察費-(一)中醫醫院評鑑合格或教學醫院評鑑合格(可收訓中醫職類中醫實習醫學生、新進中醫師)醫院，經向中醫總額支付制度受託單位申請且審查合格者：1.每位專任中醫師每月看診日平均門診量在五十人次以上部分(>50)－看診時聘有護理人員在場服務者，且開具慢性病連續處方,109/10/05,1
4611,A88,一般門診診察費-(一)中醫醫院評鑑合格或教學醫院評鑑合格(可收訓中醫職類中醫實習醫學生、新進中醫師)醫院，經向中醫總額支付制度受託單位申請且審查合格者：1.每位專任中醫師每月看診日平均門診量在五十人次以上部分(>50)－看診時未聘有護理人員在場服務者,109/10/05,1
4612,A89,一般門診診察費-(一)經中醫醫院評鑑合格或教學醫院評鑑合格(可收訓中醫職類中醫實習醫學生、新進中醫師)醫院，經向中醫總額支付制度受託單位申請且審查合格者：1.每位專任中醫師每月看診日平均門診量在五十人次以上部分(>50)－看診時未聘有護理人員在場服務者，但開具慢性病連續處方,109/10/05,1
4613,A90,初診門診診察費加計,109/10/05,1
4614,B41,針灸治療處置費（含材料費)－另開內服藥,109/10/05,1
4615,B42,針灸治療處置費(含材料費)－未開內服藥,109/10/05,1
4616,B43,電針治療－另開內服藥,109/10/05,1
4617,B44,電針治療－未開內服藥,109/10/05,1
4618,B45,複雜性針灸治療-另開內服藥,109/10/05,1
4619,B46,複雜性針灸治療-未開內服藥,109/10/05,1
4620,B53,傷科治療處置費（含材料費）－另開內服藥,109/10/05,1
4621,B54,傷科治療處置費（含材料費）－未開內服藥,109/10/05,1
4622,B55,複雜性傷科治療－另開內服藥,109/10/05,1
4623,B56,複雜性傷科治療－未開內服藥,109/10/05,1
4624,B57,複雜性傷科治療－骨折、脫臼整復第一線復位處置治療,109/10/05,1
4625,B61,脫臼整復費（含材料費）－同療程第一次就醫,109/10/05,1
4626,B62,脫臼整復費（含材料費）－同療程複診，另開內服藥,109/10/05,1
4627,B63,脫臼整復費（含材料費）－同療程複診，未開內服藥,109/10/05,1
4628,B71,脈診儀檢查費,109/10/05,1
4629,B72,舌診儀檢查費,109/10/05,1
4630,B80,針灸(合併傷科)治療(含材料費)--另開內服藥,109/10/05,1
4631,B81,針灸(合併傷科)治療(含材料費)--未開內服藥,109/10/05,1
4632,B82,針灸(合併複雜性傷科)治療(含材料費)--另開內服藥,109/10/05,1
4633,B83,針灸(合併複雜性傷科)治療(含材料費)--未開內服藥,109/10/05,1
4634,B84,針灸(合併複雜性傷科)治療(含材料費)--骨折、脫臼整復第一線復位處置治療,109/10/05,1
4635,B85,電針(合併傷科)治療(含材料費)--另開內服藥,109/10/05,1
4636,B86,電針(合併傷科)治療(含材料費)--未開內服藥,109/10/05,1
4637,B87,電針(合併複雜性傷科)治療(含材料費)--另開內服藥,109/10/05,1
4638,B88,電針(合併複雜性傷科)治療(含材料費)--未開內服藥,109/10/05,1
4639,B89,電針(合併複雜性傷科)治療(含材料費)--骨折、脫臼整復第一線復位處置治療,109/10/05,1
4640,B90,複雜性針灸(合併傷科)治療(含材料費)--另開內服藥,109/10/05,1
4641,B91,複雜性針灸(合併傷科)治療(含材料費)--未開內服藥,109/10/05,1
4642,B92,複雜性針灸(合併複雜性傷科)治療(含材料費)--另開內服藥,109/10/05,1
4643,B93,複雜性針灸(合併複雜性傷科)治療(含材料費)--未開內服藥,109/10/05,1
4644,B94,複雜性針灸(合併複雜性傷科)治療(含材料費)--骨折、脫臼整復第一線復位處置治療,109/10/05,1
4645,C01,特定疾病門診加強照護處置費--小兒氣喘(含氣霧吸入處置費),109/10/05,1
4646,C02,特定疾病門診加強照護處置費--小兒氣喘(不含氣霧吸入處置費),109/10/05,1
4647,C03,特定疾病門診加強照護處置費--小兒腦性麻痺(含藥浴處置費),109/10/05,1
4648,C04,特定疾病門診加強照護處置費--小兒腦性麻痺(不含藥浴處置費),109/10/05,1
4649,C05,特定疾病門診加強照護處置費--腦血管疾病、顱腦損傷及脊髓損傷(治療處置一至三次),109/10/05,1
4650,C06,特定疾病門診加強照護處置費--腦血管疾病、顱腦損傷及脊髓損傷(治療處置四至六次),109/10/05,1
4651,C07,特定疾病門診加強照護處置費--腦血管疾病、顱腦損傷及脊髓損傷(治療處置七至九次),109/10/05,1
4652,C08,特定疾病門診加強照護處置費--腦血管疾病、顱腦損傷及脊髓損傷(治療處置十至十二次),109/10/05,1
4653,C09,特定疾病門診加強照護處置費--腦血管疾病、顱腦損傷及脊髓損傷(治療處置十三次以上),109/10/05,1
4654,E1001C,戒煙治療服務費(次),109/10/05,1
4655,E1006C,戒菸治療服務費(藥物治療+簡短諮詢+個案追蹤管理)-藥品自行調劑,109/10/05,1
4656,E1007C,戒菸治療服務費(藥物治療+簡短諮詢+個案追蹤管理)-藥品交付調劑,109/10/05,1
4657,E1008C,吸菸孕婦轉介費(轉介至戒菸專線)-該次懷孕,109/10/05,1
4658,E1009D,調劑費-診所自行調劑(醫師調劑),109/10/05,1
4659,E1010D,調劑費-診所自行調劑(醫師調劑),109/10/05,1
4660,E1011C,調劑費-診所自行調劑(藥師調劑),109/10/05,1
4661,E1012C,調劑費-診所自行調劑(藥師調劑),109/10/05,1
4662,E1013B,特約藥局調劑,109/10/05,1
4663,E1014B,特約藥局調劑,109/10/05,1
4664,E1015B,地區醫院調劑,109/10/05,1
4665,E1016B,地區醫院調劑,109/10/05,1
4666,E1017A,區域醫院調劑,109/10/05,1
4667,E1018A,區域醫院調劑,109/10/05,1
4668,E1019A,醫學中心調劑,109/10/05,1
4669,E1020A,醫學中心調劑,109/10/05,1
4670,E1022C,戒菸衛教暨個案管理費,109/10/05,1
4671,E1023C,用藥治療3個月追蹤費,109/10/05,1
4672,E1024C,用藥治療6個月追蹤費,109/10/05,1
4673,E1025C,衛教服務3個月追蹤費,109/10/05,1
4674,E1026C,衛教服務6個月追蹤費,109/10/05,1
4675,E2001C,強制鑑定掛號費(每次),109/10/05,1
4676,E2002B,強制住院一般膳食費(每日),109/10/05,1
4677,E2003C,強制鑑定費(每人次),109/10/05,1
4678,E2004C,強制住院治療伙食費(每日),109/10/05,1
4679,E2005C,尿液成癮藥物確認檢驗,109/10/05,1
4680,E2006C,尿液成癮藥物篩檢,109/10/05,1
4681,E2010C,精神科膳食費--低收入戶精神科日間住院膳食費,109/10/05,1
4682,E3001C,ELISA檢驗費,109/10/05,1
4683,E3002C,PA檢驗費,109/10/05,1
4684,E3015C,愛滋病毒篩檢費,109/10/05,1
4685,E3019C,梅毒螺旋體血液凝集檢查費,109/10/05,1
4686,E30201C,初次或中斷欲重新服藥個案之服藥配合度評估衛教諮詢費,109/10/05,1
4687,E3020C,結核菌素檢測（TST）或胸部X光檢查費,109/10/05,1
4688,E3021C,初診評估費,109/10/05,1
4689,E3022C,門診診察費－處方於本機構內調劑給藥者,109/10/05,1
4690,E3023C,門診診察費－處方釋出至衛星給藥點調劑給藥者,109/10/05,1
4691,E3024C,治療照護服務費（衛教諮詢＋病患管理＋追蹤輔導）,109/10/05,1
4692,E3025C,支持性心理治療,109/10/05,1
4693,E3026C,家族治療、團體治療或其他心理治療費,109/10/05,1
4694,E3027C,尿液毒物篩檢－嗎啡檢測,109/10/05,1
4695,E3028C,尿液毒物篩檢－安非他命檢測,109/10/05,1
4696,E3029C,給藥服務費,109/10/05,1
4697,E3030C,血清麩胺酸苯醋酸轉氨基酶S-GOT,109/10/05,1
4698,E3031C,血清麩胺酸丙酮酸轉氨基酶S-GPT,109/10/05,1
4699,E3032C,麩胺轉酸酶,109/10/05,1
4700,E3033C,心電圖  E.K.G.,109/10/05,1
4701,E3034C,愛滋病毒篩檢費,109/10/05,1
4702,E3038C,梅毒螺旋體血液凝集檢查費,109/10/05,1
4703,E3039C,結核菌素檢測（TST）或胸部X光檢查費,109/10/05,1
4704,E3040C,接觸者愛滋病毒檢驗,109/10/05,1
4705,E3044C,初次訪視調查費,109/10/05,1
4706,E3045C,服藥順從性評估費,109/10/05,1
4707,E4001B,代辦結核病膳食費,109/10/05,1
4708,E4002B,代辦結核病膳食費--治療膳食費（NG TUBE FEEDING）,109/10/05,1
4709,E4003C,潛伏結核感染檢驗衛教諮詢及抽血,109/10/05,1
4710,E4004C,丙型干擾素釋放試驗IGRA檢驗(不含試劑費),109/10/05,1
4711,E4005C,潛伏結核感染治療衛教諮詢,109/10/05,1
4712,E4006C,山地鄉胸部X光檢查,109/10/05,1
4713,E4007C,山地鄉結核病症狀評估,109/10/05,1
4714,E4008C,山地鄉結核菌快速分子檢測,109/10/05,1
4715,E4009C,設籍山地鄉民眾胸部X光檢查,109/10/05,1
4716,E4010C,設籍山地鄉民眾結核病風險及症狀評估,109/10/05,1
4717,E4011C,設籍山地鄉民眾結核菌快速分子檢測(不含試劑費),109/10/05,1
4718,E5001C,登革熱NS1抗原快速篩檢試劑,109/10/05,1
4719,F0002C,低收入戶＿普通膳食費（日）,109/10/05,1
4720,F0003C,低收入戶＿一般治療膳食費（日）,109/10/05,1
4721,G0001C,代辦職業傷病住院膳食費＿普通膳食費（日）,109/10/05,1
4722,G0002C,代辦職業傷病住院膳食費＿一般治療膳食費（日）,109/10/05,1
4723,I1001C,子宮頸抹片取樣,109/10/05,1
4724,I1002C,骨盆檢查費,109/10/05,1
4725,I1003C,婦科細胞檢查,109/10/05,1
4726,L1001C,成健B、C型病毒肝炎篩檢-(45到79歲)(原住民40到79歲),109/10/05,1
4727,MA1,門診日劑藥費(每日)-12歲以上者或12歲(含)以下未處方原瓶包裝之口服液劑者,109/10/05,1
4728,MA2,門診日劑藥費(每日)-12歲(含)以下處方原瓶包裝之口服液劑者-1種,109/10/05,1
4729,MA3,門診日劑藥費(每日)-12歲(含)以下處方原瓶包裝之口服液劑者-2種,109/10/05,1
4730,MA4,門診日劑藥費(每日)-12歲(含)以下處方原瓶包裝之口服液劑者-3種或3種以上,109/10/05,1
4731,N20002,綠光雷射前列腺氣化術,109/10/05,1
4732,N20003,銩雷射前列腺氣化切除術,109/10/05,1
4733,N20004,鈥雷射前列腺氣化切除術,109/10/05,1
4734,N20005,二極體雷射攝護腺挖除術,109/10/05,1
4735,N20007,微創內視鏡椎間盤切除術,109/10/05,1
4736,N20009,腎動脈神經阻斷術,109/10/05,1
4737,N20015,機器手臂輔助人工關節置換手術,109/10/05,1
4738,N21301,質子治療：3D電腦斷層模擬,109/10/05,1
4739,N21302,質子治療：核磁共振模擬攝影（不含顯影劑）,109/10/05,1
4740,N21303,質子治療：核磁共振模擬攝影（含顯影劑）,109/10/05,1
4741,N21304,質子治療固定模具之設計及製作,109/10/05,1
4742,N21305,質子射線治療/次,109/10/05,1
4743,N21306,質子腦部立體定位放射手術（療程約3次),109/10/05,1
4744,N21307,質子身體立體定位放射手術（療程約6次）,109/10/05,1
4745,N21308,質子治療電腦治療規劃費,109/10/05,1
4746,N21601,脊椎應用自動機械手臂持械影像導引定位輔助系統(羅莎機械手臂輔助系統),109/10/05,1
4747,N21602,腦應用自動機械手臂持械影像導引定位輔助系統(羅莎機械手臂輔助系統),109/10/05,1
4748,N21701,”瑪佐”雷納生機械手臂輔助導引定位系統,109/10/05,1
4749,N26001,達文西手術-瓣膜成形術,109/10/05,1
4750,N26002,達文西冠狀動脈繞道手術—一條,109/10/05,1
4751,N26003,達文西冠狀動脈繞道手術—2條,109/10/05,1
4752,N26004,達文西心內腫瘤切除,109/10/05,1
4753,N26005,達文西房室中膈缺損,109/10/05,1
4754,N26006,達文西其他心臟外科手術,109/10/05,1
4755,N26007,達文西單側甲狀腺全葉切除,109/10/05,1
4756,N26008,達文西TORS,109/10/05,1
4757,N26009,達文西其他頭頸部腫瘤手術,109/10/05,1
4758,N26010,達文西肺葉切除,109/10/05,1
4759,N26011,達文西肺葉楔狀或部分切除,109/10/05,1
4760,N26012,達文西食道切除重建及腸造廔,109/10/05,1
4761,N26013,達文西縱膈腔腫瘤切除,109/10/05,1
4762,N26014,達文西Whipple氏胰、十二指腸切除術,109/10/05,1
4763,N26015,達文西胰尾脾臟切除術,109/10/05,1
4764,N26016,達文西膽道重建手術,109/10/05,1
4765,N26017,達文西總膽管探查術及膽囊切除術,109/10/05,1
4766,N26018,達文西右肝切除,109/10/05,1
4767,N26019,達文西左肝切除,109/10/05,1
4768,N26020,達文西肝臟移植—活體捐肝摘取,109/10/05,1
4769,N26021,達文西其他肝切除,109/10/05,1
4770,N26022,達文西根治性直腸切除術加腸造口術,109/10/05,1
4771,N26023,達文西直腸癌腹部會陰聯合切除術,109/10/05,1
4772,N26024,達文西胃袖狀切除手術,109/10/05,1
4773,N26025,達文西胃空腸繞道手術,109/10/05,1
4774,N26026,達文西亞全胃切除手術,109/10/05,1
4775,N26027,達文西其他大腸直腸腫瘤切除手術,109/10/05,1
4776,N26028,達文西腎臟移植,109/10/05,1
4777,N26030,達文西部分腎切除,109/10/05,1
4778,N26031,達文西其他腎臟手術,109/10/05,1
4779,N26032,達文西輸尿管膀胱手術,109/10/05,1
4780,N26033,達文西輸尿管取石術,109/10/05,1
4781,N26034,達文西子宮切除術,109/10/05,1
4782,N26035,達文西子宮肌瘤切除術,109/10/05,1
4783,N26036,達文西應用於其他手術,109/10/05,1
4784,OT1,姿態訓練,109/10/05,1
4785,OT10,掌指功能訓練,109/10/05,1
4786,OT11,協調訓練,109/10/05,1
4787,OT12,知覺認知訓練,109/10/05,1
4788,OT13,團體治療,109/10/05,1
4789,OT14,娛樂治療,109/10/05,1
4790,OT15,活動治療,109/10/05,1
4791,OT16,減痙攣活動,109/10/05,1
4792,OT17,其他經健保署核可者,109/10/05,1
4793,OT2,被動性關節運動,109/10/05,1
4794,OT3,坐站平衡訓練,109/10/05,1
4795,OT4,移位訓練,109/10/05,1
4796,OT5,日常生活訓練,109/10/05,1
4797,OT6,肌力訓練,109/10/05,1
4798,OT7,運動知覺訓練,109/10/05,1
4799,OT8,上肢（下肢）功能訓練  或上肢(下肢)義肢,109/10/05,1
4800,OT9,功能訓練,109/10/05,1
4801,P1005K,醫學中心亞急性呼吸照護病床（照護日數小於等於42日）論日計酬：第1－21天,109/10/05,1
4802,P1006K,醫學中心亞急性呼吸照護病床（照護日數小於等於42日）論日計酬：第22－42天,109/10/05,1
4803,P1007A,區域醫院亞急性呼吸照護病床（照護日數小於等於42日）論日計酬：第1－21天,109/10/05,1
4804,P1008A,區域醫院亞急性呼吸照護病床（照護日數小於等於42日）論日計酬：第22－42天,109/10/05,1
4805,P1011C,慢性呼吸照護病房論日計酬：第1－90日,109/10/05,1
4806,P1012C,慢性呼吸照護病房論日計酬：第91天以後,109/10/05,1
4807,P1015C,居家照護論日計酬（含呼吸器使用）,109/10/05,1
4808,P1016C,居家照護論日計酬（患者自備呼吸器）,109/10/05,1
4809,P1347C,第四階段疾病管理照護費(未連續管理）,109/10/05,1
4810,P1407C,糖尿病第一階段新收案管理照護費,109/10/05,1
4811,P1408C,糖尿病第一階段追蹤管理照護費,109/10/05,1
4812,P1409C,糖尿病第一階段年度評估管理照護費,109/10/05,1
4813,P1410C,糖尿病第二階段追蹤管理照護費,109/10/05,1
4814,P1411C,糖尿病第二階段年度評估管理照護費,109/10/05,1
4815,P1501,乳癌再諮詢,109/10/05,1
4816,P15010,乳癌再諮詢(第0期),109/10/05,1
4817,P15011,乳癌再諮詢(第1期),109/10/05,1
4818,P15012,乳癌再諮詢(第2期),109/10/05,1
4819,P15013,乳癌再諮詢(第3期),109/10/05,1
4820,P15014,乳癌再諮詢(第4期),109/10/05,1
4821,P15015,乳癌再諮詢(第X期),109/10/05,1
4822,P15020,乳癌診斷檢查1,109/10/05,1
4823,P15021,乳癌診斷檢查1,109/10/05,1
4824,P15022,乳癌診斷檢查1,109/10/05,1
4825,P15033,乳癌診斷檢查2,109/10/05,1
4826,P15034,乳癌診斷檢查2,109/10/05,1
4827,P15035,乳癌診斷檢查2,109/10/05,1
4828,P15110,乳癌治療組合1-1-施行乳房全切除手術及化學治療及放射治療(治療滿一個月),109/10/05,1
4829,P15111,乳癌治療組合1-1-施行乳房全切除手術及化學治療及放射治療(治療滿一個月),109/10/05,1
4830,P15112,乳癌治療組合1-1-施行乳房全切除手術及化學治療及放射治療(治療滿一個月),109/10/05,1
4831,P15120,乳癌治療組合1-1-施行乳房全切除手術及化學治療及放射治療(治療滿三個月),109/10/05,1
4832,P15121,乳癌治療組合1-1-施行乳房全切除手術及化學治療及放射治療(治療滿三個月),109/10/05,1
4833,P15122,乳癌治療組合1-1-施行乳房全切除手術及化學治療及放射治療(治療滿三個月),109/10/05,1
4834,P15130,乳癌治療組合1-1-施行乳房全切除手術及化學治療及放射治療(治療滿五個月),109/10/05,1
4835,P15131,乳癌治療組合1-1-施行乳房全切除手術及化學治療及放射治療(治療滿五個月),109/10/05,1
4836,P15132,乳癌治療組合1-1-施行乳房全切除手術及化學治療及放射治療(治療滿五個月),109/10/05,1
4837,P15140,乳癌治療組合1-1-施行乳房全切除手術及化學治療及放射治療(治療結束),109/10/05,1
4838,P15141,乳癌治療組合1-1-施行乳房全切除手術及化學治療及放射治療(治療結束),109/10/05,1
4839,P15142,乳癌治療組合1-1-施行乳房全切除手術及化學治療及放射治療(治療結束),109/10/05,1
4840,P15150,乳癌治療組合1-2-施行乳房全切除手術及化學治療(治療滿一個月),109/10/05,1
4841,P15151,乳癌治療組合1-2-施行乳房全切除手術及化學治療(治療滿一個月),109/10/05,1
4842,P15152,乳癌治療組合1-2-施行乳房全切除手術及化學治療(治療滿一個月),109/10/05,1
4843,P15160,乳癌治療組合1-2-施行乳房全切除手術及化學治療(治療滿三個月),109/10/05,1
4844,P15161,乳癌治療組合1-2-施行乳房全切除手術及化學治療(治療滿三個月),109/10/05,1
4845,P15162,乳癌治療組合1-2-施行乳房全切除手術及化學治療(治療滿三個月),109/10/05,1
4846,P15170,乳癌治療組合1-2-施行乳房全切除手術及化學治療(治療結束),109/10/05,1
4847,P15171,乳癌治療組合1-2-施行乳房全切除手術及化學治療(治療結束),109/10/05,1
4848,P15172,乳癌治療組合1-2-施行乳房全切除手術及化學治療(治療結束),109/10/05,1
4849,P15180,乳癌治療組合1-3-施行乳房全切除手術及放射治療(治療滿一個月),109/10/05,1
4850,P15181,乳癌治療組合1-3-施行乳房全切除手術及放射治療(治療滿一個月),109/10/05,1
4851,P15182,乳癌治療組合1-3-施行乳房全切除手術及放射治療(治療滿一個月),109/10/05,1
4852,P15190,乳癌治療組合1-3-施行乳房全切除手術及放射治療(治療結束),109/10/05,1
4853,P15191,乳癌治療組合1-3-施行乳房全切除手術及放射治療(治療結束),109/10/05,1
4854,P15192,乳癌治療組合1-3-施行乳房全切除手術及放射治療(治療結束),109/10/05,1
4855,P15200,乳癌治療組合1-4-施行乳房全切除手術,109/10/05,1
4856,P15201,乳癌治療組合1-4-施行乳房全切除手術,109/10/05,1
4857,P15202,乳癌治療組合1-4-施行乳房全切除手術,109/10/05,1
4858,P15210,乳癌治療組合2-1-施行乳房保留手術及化學治療及放射治療(治療滿一個月),109/10/05,1
4859,P15211,乳癌治療組合2-1-施行乳房保留手術及化學治療及放射治療(治療滿一個月),109/10/05,1
4860,P15212,乳癌治療組合2-1-施行乳房保留手術及化學治療及放射治療(治療滿一個月),109/10/05,1
4861,P15220,乳癌治療組合2-1-施行乳房保留手術及化學治療及放射治療(治療滿三個月),109/10/05,1
4862,P15221,乳癌治療組合2-1-施行乳房保留手術及化學治療及放射治療(治療滿三個月),109/10/05,1
4863,P15222,乳癌治療組合2-1-施行乳房保留手術及化學治療及放射治療(治療滿三個月),109/10/05,1
4864,P15230,乳癌治療組合2-1-施行乳房保留手術及化學治療及放射治療(治療滿五個月),109/10/05,1
4865,P15231,乳癌治療組合2-1-施行乳房保留手術及化學治療及放射治療(治療滿五個月),109/10/05,1
4866,P15232,乳癌治療組合2-1-施行乳房保留手術及化學治療及放射治療(治療滿五個月),109/10/05,1
4867,P15240,乳癌治療組合2-1-施行乳房保留手術及化學治療及放射治療(治療結束),109/10/05,1
4868,P15241,乳癌治療組合2-1-施行乳房保留手術及化學治療及放射治療(治療結束),109/10/05,1
4869,P15242,乳癌治療組合2-1-施行乳房保留手術及化學治療及放射治療(治療結束),109/10/05,1
4870,P15250,乳癌治療組合2-2-施行乳房保留手術及化學治療(治療滿一個月),109/10/05,1
4871,P15251,乳癌治療組合2-2-施行乳房保留手術及化學治療(治療滿一個月),109/10/05,1
4872,P15252,乳癌治療組合2-2-施行乳房保留手術及化學治療(治療滿一個月),109/10/05,1
4873,P15260,乳癌治療組合2-2-施行乳房保留手術及化學治療(治療滿三個月),109/10/05,1
4874,P15261,乳癌治療組合2-2-施行乳房保留手術及化學治療(治療滿三個月),109/10/05,1
4875,P15262,乳癌治療組合2-2-施行乳房保留手術及化學治療(治療滿三個月),109/10/05,1
4876,P15270,乳癌治療組合2-2-施行乳房保留手術及化學治療(治療結束),109/10/05,1
4877,P15271,乳癌治療組合2-2-施行乳房保留手術及化學治療(治療結束),109/10/05,1
4878,P15272,乳癌治療組合2-2-施行乳房保留手術及化學治療(治療結束),109/10/05,1
4879,P15280,乳癌治療組合2-3-施行乳房保留手術及放射治療(治療滿一個月),109/10/05,1
4880,P15281,乳癌治療組合2-3-施行乳房保留手術及放射治療(治療滿一個月),109/10/05,1
4881,P15282,乳癌治療組合2-3-施行乳房保留手術及放射治療(治療滿一個月),109/10/05,1
4882,P15290,乳癌治療組合2-3-施行乳房保留手術及放射治療(治療結束),109/10/05,1
4883,P15291,乳癌治療組合2-3-施行乳房保留手術及放射治療(治療結束),109/10/05,1
4884,P15292,乳癌治療組合2-3-施行乳房保留手術及放射治療(治療結束),109/10/05,1
4885,P15300,乳癌治療組合2-4-施行乳房保留手術,109/10/05,1
4886,P15301,乳癌治療組合2-4-施行乳房保留手術,109/10/05,1
4887,P15302,乳癌治療組合2-4-施行乳房保留手術,109/10/05,1
4888,P15310,乳癌治療組合3-1--施行化學治療及放射治療(治療滿一個月),109/10/05,1
4889,P15311,乳癌治療組合3-1--施行化學治療及放射治療(治療滿一個月),109/10/05,1
4890,P15312,乳癌治療組合3-1--施行化學治療及放射治療(治療滿一個月),109/10/05,1
4891,P15320,乳癌治療組合3-1--施行化學治療及放射治療(治療滿三個月),109/10/05,1
4892,P15321,乳癌治療組合3-1--施行化學治療及放射治療(治療滿三個月),109/10/05,1
4893,P15322,乳癌治療組合3-1--施行化學治療及放射治療(治療滿三個月),109/10/05,1
4894,P15330,乳癌治療組合3-1--施行化學治療及放射治療(治療滿五個月),109/10/05,1
4895,P15331,乳癌治療組合3-1--施行化學治療及放射治療(治療滿五個月),109/10/05,1
4896,P15332,乳癌治療組合3-1--施行化學治療及放射治療(治療滿五個月),109/10/05,1
4897,P15340,乳癌治療組合3-1--施行化學治療及放射治療(治療結束),109/10/05,1
4898,P15341,乳癌治療組合3-1--施行化學治療及放射治療(治療結束),109/10/05,1
4899,P15342,乳癌治療組合3-1--施行化學治療及放射治療(治療結束),109/10/05,1
4900,P15350,乳癌治療組合3-2--施行化學治療或放射治療(治療滿一個月),109/10/05,1
4901,P15351,乳癌治療組合3-2--施行化學治療或放射治療(治療滿一個月),109/10/05,1
4902,P15352,乳癌治療組合3-2--施行化學治療或放射治療(治療滿一個月),109/10/05,1
4903,P15360,乳癌治療組合3-2--施行化學治療或放射治療(治療結束),109/10/05,1
4904,P15361,乳癌治療組合3-2--施行化學治療或放射治療(治療結束),109/10/05,1
4905,P15362,乳癌治療組合3-2--施行化學治療或放射治療(治療結束),109/10/05,1
4906,P15373,乳癌治療組合4-1--施行乳房全切除或保留手術及化學治療化及放射治療(治療滿一個月),109/10/05,1
4907,P15374,乳癌治療組合4-1--施行乳房全切除或保留手術及化學治療化及放射治療(治療滿一個月),109/10/05,1
4908,P15375,乳癌治療組合4-1--施行乳房全切除或保留手術及化學治療化及放射治療(治療滿一個月),109/10/05,1
4909,P15383,乳癌治療組合4-1--施行乳房全切除或保留手術及化學治療化及放射治療(治療滿三個月),109/10/05,1
4910,P15384,乳癌治療組合4-1--施行乳房全切除或保留手術及化學治療化及放射治療(治療滿三個月),109/10/05,1
4911,P15385,乳癌治療組合4-1--施行乳房全切除或保留手術及化學治療化及放射治療(治療滿三個月),109/10/05,1
